time,raw_x,raw_y,raw_z
1782305279820.1313,-0.0736083984375,0.042236328125,1.012939453125
1782305279835.835,-0.0499267578125,-0.090576171875,1.023681640625
1782305279851.892,-0.003173828125,-0.0283203125,1.0263671875
1782305279867.9236,-0.0224609375,0.0081787109375,1.0194091796875
1782305279884.1057,-0.083251953125,0.034423828125,1.0205078125
1782305279899.9465,-0.091796875,0.0810546875,1.02294921875
1782305279916.1853,-0.091796875,0.0245361328125,1.00732421875
1782305279932.081,-0.0699462890625,-0.0277099609375,1.0272216796875
1782305279948.0557,-0.0506591796875,-0.019287109375,1.0216064453125
1782305279964.0808,-0.054443359375,-0.018798828125,1.0247802734375
1782305279985.308,-0.078369140625,0.0108642578125,1.0208740234375
1782305279996.4253,-0.0933837890625,0.0396728515625,1.027587890625
1782305280012.3716,-0.1248779296875,0.050048828125,1.0093994140625
1782305280028.3145,-0.0997314453125,-0.062744140625,1.022705078125
1782305280044.3604,-0.0889892578125,-0.075439453125,1.011962890625
1782305280060.4895,-0.0972900390625,-0.070556640625,1.0277099609375
1782305280076.4443,-0.125,0.02294921875,1.0128173828125
1782305280092.3884,-0.1390380859375,0.0841064453125,1.01708984375
1782305280108.4424,-0.198486328125,0.134765625,1.0245361328125
1782305280124.4011,-0.1710205078125,-0.0228271484375,1.0162353515625
1782305280140.9468,-0.115478515625,-0.0675048828125,1.0128173828125
1782305280156.8076,-0.1142578125,-0.02001953125,1.016357421875
1782305280172.7236,-0.1590576171875,0.0582275390625,1.0252685546875
1782305280188.673,-0.1728515625,0.089599609375,1.0181884765625
1782305280204.8003,-0.1903076171875,0.099609375,1.0130615234375
1782305280220.8293,-0.22119140625,0.093017578125,1.005126953125
1782305280236.8887,-0.1414794921875,-0.01611328125,1.014404296875
1782305280252.8367,-0.13525390625,-0.0067138671875,1.0098876953125
1782305280268.7295,0.2701416015625,-0.393798828125,0.9747314453125
1782305280285.022,-0.0775146484375,-0.1011962890625,1.076904296875
1782305280301.2332,-0.35205078125,0.1036376953125,1.0687255859375
1782305280316.9026,-0.255615234375,0.149658203125,1.018310546875
1782305280333.1804,-0.17822265625,-0.0067138671875,1.0101318359375
1782305280349.2634,-0.1527099609375,-0.063232421875,1.0137939453125
1782305280364.9148,-0.0653076171875,-0.103515625,1.0245361328125
1782305280381.1838,-0.0367431640625,-0.0885009765625,1.016845703125
1782305280397.1318,-0.0404052734375,-0.0777587890625,1.0162353515625
1782305280412.912,-0.0933837890625,-0.020751953125,1.021484375
1782305280429.4153,-0.12255859375,-0.046875,1.0091552734375
1782305280445.4077,-0.085205078125,-0.0911865234375,1.017822265625
1782305280461.6252,-0.0609130859375,-0.105224609375,1.02001953125
1782305280477.6045,-0.0521240234375,-0.07470703125,1.0274658203125
1782305280493.59,-0.060791015625,-0.0428466796875,1.0174560546875
1782305280509.4192,-0.0396728515625,-0.0677490234375,1.02490234375
1782305280525.4668,-0.045654296875,-0.064453125,1.02734375
1782305280541.5293,-0.0096435546875,-0.0941162109375,1.0250244140625
1782305280557.3008,0.048583984375,-0.085693359375,1.0345458984375
1782305280573.83,0.052978515625,-0.1029052734375,1.0196533203125
1782305280589.8418,0.0494384765625,-0.0997314453125,1.0582275390625
1782305280605.5034,-0.0189208984375,-0.1046142578125,0.9718017578125
1782305280622.1018,-0.1226806640625,0.034423828125,1.0289306640625
1782305280637.9385,-0.1514892578125,0.0679931640625,0.9942626953125
1782305280653.6477,-0.1177978515625,0.038818359375,1.0062255859375
1782305280669.8801,-0.1461181640625,-0.0272216796875,1.0230712890625
1782305280685.887,-0.0260009765625,-0.1522216796875,1.0274658203125
1782305280701.6606,0.023681640625,-0.1739501953125,1.027099609375
1782305280718.1313,0.007080078125,-0.1317138671875,1.0218505859375
1782305280734.3682,-0.07861328125,-0.058837890625,1.0146484375
1782305280750.113,-0.110595703125,-0.0546875,1.0054931640625
1782305280766.218,-0.12158203125,-0.0430908203125,1.029296875
1782305280782.496,-0.0479736328125,-0.0816650390625,1.0115966796875
1782305280798.376,0.0360107421875,-0.119140625,1.0087890625
1782305280814.2617,0.068359375,-0.158447265625,1.02880859375
1782305280830.4436,0.036865234375,-0.128662109375,1.02734375
1782305280846.3784,0.0206298828125,-0.12646484375,1.019287109375
1782305280862.6726,-0.0401611328125,-0.1021728515625,1.000244140625
1782305280878.7168,0.05029296875,-0.1219482421875,1.0318603515625
1782305280894.6677,0.0380859375,-0.1136474609375,1.0362548828125
1782305280910.7397,0.05224609375,-0.118408203125,1.005615234375
1782305280926.7012,0.1005859375,-0.16162109375,1.029052734375
1782305280942.9175,0.0970458984375,-0.16015625,1.0224609375
1782305280958.5508,0.098876953125,-0.1441650390625,1.023193359375
1782305280974.6582,0.1168212890625,-0.1239013671875,1.0289306640625
1782305280990.6416,0.1048583984375,-0.1290283203125,1.0250244140625
1782305281006.9062,0.0687255859375,-0.1134033203125,1.0059814453125
1782305281022.933,0.07275390625,-0.0960693359375,0.9954833984375
1782305281038.9683,0.06591796875,-0.08447265625,1.011474609375
1782305281054.971,0.031982421875,-0.0587158203125,1.02783203125
1782305281070.989,0.0545654296875,-0.0557861328125,1.0540771484375
1782305281087.001,0.0751953125,-0.084228515625,1.01318359375
1782305281103.221,0.0965576171875,-0.1004638671875,1.0225830078125
1782305281119.1418,0.1134033203125,-0.103515625,1.0303955078125
1782305281135.1882,0.1094970703125,-0.083740234375,1.0135498046875
1782305281151.1907,0.0621337890625,-0.0352783203125,1.0123291015625
1782305281167.2642,0.01611328125,-0.0106201171875,1.0457763671875
1782305281183.3274,0.01904296875,-0.0438232421875,0.9996337890625
1782305281199.241,0.0374755859375,-0.0419921875,0.9969482421875
1782305281215.4084,0.046142578125,-0.0069580078125,1.050537109375
1782305281231.461,0.058837890625,-0.0250244140625,1.0279541015625
1782305281247.3538,0.0618896484375,0.001220703125,1.021240234375
1782305281263.6145,0.0347900390625,0.0494384765625,1.0096435546875
1782305281279.4463,0.0465087890625,-0.002685546875,1.0382080078125
1782305281295.697,0.0609130859375,0.0015869140625,1.0281982421875
1782305281311.6404,0.0762939453125,-0.0208740234375,1.0101318359375
1782305281327.8066,0.0777587890625,0.0035400390625,1.0255126953125
1782305281343.6077,0.045654296875,0.05029296875,1.016845703125
1782305281359.832,0.0333251953125,-0.0067138671875,1.035400390625
1782305281375.818,0.040771484375,-0.009765625,1.0167236328125
1782305281391.7573,0.038818359375,-0.0052490234375,1.0179443359375
1782305281407.7168,-0.023193359375,0.0767822265625,1.0218505859375
1782305281424.071,-0.021240234375,0.096923828125,1.01220703125
1782305281440.0315,-0.0535888671875,0.114501953125,0.985595703125
1782305281456.0938,-0.040771484375,0.0791015625,1.016357421875
1782305281472.0679,-0.001220703125,0.074462890625,1.028564453125
1782305281488.0642,0.0294189453125,0.0570068359375,1.015869140625
1782305281504.1243,0.0516357421875,0.0460205078125,1.0223388671875
1782305281520.211,0.0445556640625,0.004150390625,1.016845703125
1782305281535.9153,0.029541015625,-0.00244140625,1.0255126953125
1782305281552.131,-0.033203125,0.06298828125,1.0218505859375
1782305281568.1204,-0.052001953125,0.130859375,1.02587890625
1782305281584.3093,-0.0242919921875,0.113037109375,1.0245361328125
1782305281600.4702,0.060302734375,-0.001220703125,1.0159912109375
1782305281616.323,0.008056640625,0.0494384765625,1.0164794921875
1782305281632.1667,-0.012451171875,0.0574951171875,1.0181884765625
1782305281648.5754,-0.0238037109375,0.0926513671875,1.0224609375
1782305281664.5095,-0.0220947265625,0.0810546875,1.0252685546875
1782305281680.146,-0.0018310546875,0.012939453125,1.019287109375
1782305281696.473,0.0771484375,0.01904296875,1.0294189453125
1782305281712.4456,-0.02001953125,0.106689453125,1.023193359375
1782305281728.646,0.0076904296875,0.0771484375,1.0235595703125
1782305281744.9016,0.0052490234375,0.062744140625,1.0369873046875
1782305281760.97,-0.0023193359375,0.046875,1.01416015625
1782305281776.889,-0.0081787109375,0.059814453125,1.0220947265625
1782305281793.0261,-0.03466796875,0.079833984375,1.045166015625
1782305281808.8972,0.0098876953125,0.08642578125,1.01708984375
1782305281825.0078,-0.0543212890625,0.08056640625,1.0101318359375
1782305281842.461,-0.11376953125,0.0992431640625,1.0391845703125
1782305281860.059,-0.1444091796875,0.079345703125,1.0078125
1782305281876.0334,-0.078857421875,0.06494140625,1.0042724609375
1782305281891.5444,-0.093505859375,0.0498046875,1.0228271484375
1782305281905.2102,0.03271484375,0.00537109375,1.01806640625
1782305281921.1257,0.0570068359375,-0.04296875,1.0234375
1782305281937.1145,0.0677490234375,-0.054443359375,1.0244140625
1782305281953.3806,-0.00830078125,0.0093994140625,1.0184326171875
1782305281969.326,-0.055908203125,0.0823974609375,1.0279541015625
1782305281985.2607,-0.1292724609375,0.0859375,1.03466796875
1782305282001.3186,-0.0247802734375,0.017578125,1.00439453125
1782305282017.4814,0.0087890625,-0.0238037109375,1.0364990234375
1782305282033.6548,0.0252685546875,-0.03466796875,1.0338134765625
1782305282049.5208,0.00048828125,0.0250244140625,1.033935546875
1782305282065.6924,-0.0623779296875,0.076416015625,1.0093994140625
1782305282081.8145,-0.0396728515625,0.1263427734375,1.0048828125
1782305282097.5354,-0.05126953125,0.0665283203125,1.0391845703125
1782305282113.4883,-0.037841796875,0.0013427734375,1.0087890625
1782305282129.778,-0.01611328125,0.0096435546875,1.0206298828125
1782305282145.7437,-0.0223388671875,0.0155029296875,1.01416015625
1782305282161.7964,-0.0013427734375,0.025634765625,1.02197265625
1782305282177.9192,-0.037841796875,0.03125,1.0213623046875
1782305282193.9084,-0.02880859375,0.0179443359375,1.0213623046875
1782305282209.8635,-0.0086669921875,0.005859375,1.029296875
1782305282226.1665,-0.0316162109375,0.011474609375,1.011474609375
1782305282242.0513,-0.0191650390625,0.0245361328125,1.032958984375
1782305282258.0193,-0.0482177734375,0.039794921875,1.009765625
1782305282274.1245,-0.022705078125,0.06396484375,1.0069580078125
1782305282290.0012,-0.0169677734375,0.042724609375,1.02294921875
1782305282306.1052,-0.01708984375,0.009033203125,1.0235595703125
1782305282322.2478,-0.0147705078125,-0.0582275390625,1.0157470703125
